-10.576818122 -10.792696670 53.375755048 0.095624417 0.379665156 0.667978390 -0.632862711 0.710716940 -0.805722986 1.820269282 -0.972651158 -0.336157401 0.415526840 -1.826794479 0.825747567 -0.280509001 0.288624490 0.274609479 0.302515629 2.364640517 -1.158754568 0.564897739 1.908431710 0.665735105 -0.306998479 -0.654286078 1.467974263
-9.899644577 -11.921934564 47.700886163 0.320150852 0.044756657 -0.061380884 -0.944315975 -0.391020225 -0.144155475 0.260618338 -1.786530665 -0.450164364 -0.110701245 -0.839979174 -0.083882880 -1.082579757 -0.042768958 -1.832942305 0.853100808 -0.551012140 0.095353298 0.882959291 2.257133729 -0.994143567 0.913666473 -0.316321767 0.537694944
-21.599957643 -4.680732084 46.378691909 -0.327286457 -0.545110538 -0.137147807 -0.759558132 0.869436668 -0.565318856 0.655580703 -0.229581968 -0.025066413 -0.773566956 1.103093033 0.910796575 0.998659937 1.103119620 0.062715406 -0.114414018 0.982155176 -1.445796373 -0.583719224 -0.915063048 0.177873428 0.266593729 2.149928221 0.109635982
-12.529820349 -11.518858410 54.549453447 0.041436552 0.130527230 -0.594836337 -0.792095566 -1.145107738 1.123135071 -0.812579556 1.074251149 -0.345565843 -1.113033162 1.062454554 1.768514679 0.375351178 0.005057826 0.154921888 -1.177524966 -0.512456544 -0.302774308 2.735032981 -1.487901178 0.042709355 -1.570394402 1.153042179 0.645199125
-20.604322318 -6.682716645 49.723808752 0.195072596 0.917969842 -0.332701061 -0.092671765 0.702803324 0.952614561 0.052787593 0.384121610 -0.723905329 -0.574465806 0.419812725 -1.221643437 0.198605541 0.157212235 0.682620672 2.057183492 -0.076181633 0.149488353 1.162011767 -1.159908243 -0.028130975 0.194230885 -1.329977584 -0.599290264
-17.460216404 -9.574713341 58.234099500 -0.325101944 0.823713629 0.414128610 -0.210480590 -0.948327714 1.421350635 0.273443798 0.055008216 -0.679972009 1.807859991 0.738696960 -0.393195138 0.925694846 0.481855484 0.360912242 1.234861749 -1.719507749 -1.841549966 1.040327907 1.567410950 0.872668702 -1.306728997 -0.365893942 -0.556591851
-9.488979622 -9.458239282 41.270639559 -0.730388343 0.340279153 -0.056786037 0.589506839 -1.128205292 2.105401962 0.321493260 -1.581999622 -1.802703925 -0.649287869 -0.035656948 -1.038923694 0.880837219 0.727071514 0.292922588 -0.334155336 -1.742023343 2.871499914 -1.323285322 -1.871993523 1.186819349 -0.712952009 0.369591529 0.717879711
-12.704472477 -7.252921691 57.798430586 -0.093909803 0.716987528 -0.353898669 -0.593182574 0.265491362 -1.164096602 0.904467318 1.030053496 1.842713318 -1.134105266 -0.165010852 -1.513389126 -1.242059663 0.897468314 2.119444361 0.987590482 1.184805649 -0.952840057 0.684751529 0.548442120 -0.119131466 -1.483567129 0.069269421 -1.207034959
-12.594446868 -3.243985170 44.235087366 0.070017430 -0.278997870 0.954633292 -0.077026135 -2.330133968 1.325787148 -1.420668173 -0.244182295 -0.461146663 -0.244724315 -0.440438614 2.132190935 0.594098834 0.402517654 0.790206130 -0.269676235 -1.492299450 -0.113931962 1.973376424 -0.744293629 1.515121642 0.387743890 -0.237739016 -0.149088734
-16.857658526 -0.613943931 48.711691858 -0.628840948 0.539313335 0.390449032 0.401559139 -0.235080540 -1.535162803 -0.553616215 0.678750818 -0.807972302 0.936814427 0.641364996 0.512026990 0.753130420 -0.366313299 -0.495876715 -1.331279881 -0.123846248 -0.370561635 1.408699063 -0.024070334 0.232030802 -0.648348689 -0.876020006 -0.797185682
-7.690904815 -8.016034400 54.677157673 0.259464882 -0.842914721 -0.325215965 0.341185176 0.024075117 0.965049553 0.057515412 -0.859619474 0.362219958 0.682780755 -0.143944872 -0.072394796 -0.163844988 0.637035965 0.563601493 1.190860479 2.934573799 0.371020366 -0.384246126 1.051451177 -0.347871759 -1.210874663 -0.474265017 0.281729441
-14.255018026 -4.289962049 44.154537842 0.943619649 -0.129686342 -0.133462072 0.273772325 0.676636057 0.148571909 0.188906251 2.024933215 1.964442003 1.233262813 0.684589663 -0.310371280 -0.656569083 0.178569611 0.133310333 0.743163947 0.989334120 -1.762645056 0.212072571 -2.170239028 -0.289088117 -0.460191894 -0.164802877 -1.371249819
-12.672617763 -4.534451412 51.300977830 0.326565331 -0.846922444 0.289833476 -0.303437004 0.506803681 -0.403954294 -0.313238308 -0.511704069 1.279834334 -1.562856967 0.427891525 1.111108939 0.150940061 -0.949633479 1.026977786 1.401981187 -0.501031618 2.092209964 -0.106487883 1.165430443 0.980600344 -0.105020966 0.296481295 -0.165881328
-12.540748215 -9.955033524 46.591009913 0.876069200 -0.416939511 0.229752108 -0.076669220 0.054388901 -1.349923067 0.248353420 2.276753218 0.370895129 -0.677253829 -1.649512744 -0.809375023 -0.038645593 0.311242719 0.334998180 -0.466142322 -0.741824150 2.094385711 0.817401802 -0.542216143 -0.733282660 -1.049692586 -0.920151824 -0.081708043
