#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(-32.6342500, -15.9757839, -12.4962850, -0.5591476, -0.6662820, -0.1929612, -0.4540796,  0.2405627, -0.3122026, -0.5054275, -0.1833277,  0.7662850, -0.2167045,  0.3905456, -0.4038968, -0.1800919, -0.3829124, -0.4148408, -0.4997820,  0.0980893, -0.3008211,  0.0785848, -0.8413001,  0.0199554, -0.5032373, -0.5896178,  0.2160713)    0    0  26.83782062  9 0.240  17.97887840
(-33.7923208, -16.3886742, -5.4324968, -0.2702804, -0.9524901,  0.1348324,  0.0391333, -0.1896516,  0.5991833, -0.3654263, -0.3857919,  0.8681447, -0.6264123, -0.1801449, -0.5581611, -0.8728712, -0.2020016,  0.5163619, -0.0101255,  0.0332889,  0.4174290, -0.1448943, -0.1516464, -0.0104846,  0.3981689,  0.0639899,  0.1256336)    0    0  23.40477188  0 0.520  15.76415309
(-30.5230812, -20.6563859, -4.3152620, -0.4217958,  0.1326487, -0.0919283,  0.8922117,  0.0898699, -0.6752101, -0.3414919, -0.7522008, -0.4954031,  0.2964311,  0.4207698, -0.4287408, -1.0544088,  1.2630342,  2.2863653,  1.5672067, -0.3310234,  1.2841494,  0.7796270,  1.4635359,  0.5429280,  0.2578043,  0.5520443,  0.7324411)    0    0  32.36886910  6 1.960  21.75398726
(-33.9505313, -16.3565845, -5.4847462, -0.2702804, -0.9524901,  0.1348324,  0.0391333,  0.1748585,  0.8332723, -0.1990235, -0.3774353,  0.7506759, -0.6561264, -0.3988417, -0.8406600, -0.8857301, -0.2327796,  0.5048443, -0.0211142,  0.0625436,  0.4338210, -0.1214173, -0.1657297, -0.0078876,  0.3752329,  0.0715113,  0.1294413)    0    0  23.73021190  2 1.160  15.74372290
(-41.2910197, -4.5712082, -2.0459730,  0.8279170, -0.5124805,  0.1343940, -0.1839982,  0.8185796, -1.3110568,  0.5178825, -1.0807712,  3.3863250,  0.2934511, -0.9248327, -0.8220201,  0.9779992, -0.1524708, -0.8290837,  0.7004499,  0.7376611, -0.2555654,  0.6012543,  0.2393244,  1.7238247,  0.5162088,  0.7070338,  0.0815295)    0    0  30.93249460 17 0.000  20.60032502
(-32.2653645, -15.4589584, -12.1739334, -0.5591489, -0.6662822, -0.1929602, -0.4540781,  0.4246131, -0.4892530, -0.7441835, -0.2287516,  0.5230867, -0.1018876,  0.7038264, -0.6294545, -0.3308240, -0.2934225, -0.1064207, -0.5152769,  0.1167820, -0.4026461, -0.0017581, -0.9469869, -0.0041143, -0.3221761, -0.7987161,  0.4334205)    0    0  26.77810018  9 0.080  17.94757479
(-34.2464241, -16.3743178, -5.4082139, -0.2702804, -0.9524901,  0.1348324,  0.0391333, -0.1959853,  0.6198474, -0.3752701, -0.3784975,  0.8566019, -0.6339880, -0.1992029, -0.5860482, -0.8716618, -0.2090927,  0.5450812,  0.0487782, -0.0682657,  0.3762587, -0.1898175, -0.2142325, -0.0320312,  0.4005892, -0.0672608,  0.1624274)    0    0  23.47737289 10 2.600  15.62989774
(-32.5702376, -15.6887562, -12.3204569, -0.5591484, -0.6662821, -0.1929605, -0.4540786,  0.3693668, -0.2466529, -0.5841343, -0.1093228,  0.5615446, -0.0336309,  0.6546999, -0.5380732, -0.1298624, -0.2805851, -0.3975378, -0.4757582,  0.1205712, -0.2392008,  0.0610073, -0.8214627,  0.0132472, -0.5370493, -0.6375346,  0.2097228)    0    0  26.93070145  4 0.480  18.06180527
(-30.5481905, -17.6081216, -9.6888127,  0.9455687,  0.1785819, -0.2650256,  0.0613982,  0.1684934, -0.0946333, -0.4166599, -0.2711033,  0.8077825, -1.0416596,  0.8500313,  0.1883348,  0.0173548,  1.4841396, -0.4500047, -0.3757180,  0.4327186,  1.1556600, -0.8978399, -0.8644640,  0.4617225, -0.2323910, -0.9416509,  0.6473227)    0    0  26.57067500  0 5.000  17.71378333
(-30.9679316, -15.9747128,  2.1178197, -0.2307815,  0.6577642, -0.4539163,  0.5550191,  0.6147924,  1.6182529,  0.3540301,  1.1979661, -0.4909566, -1.0257518, -0.7502278, -0.0156700,  0.9294092,  1.0271597,  0.0134427, -1.4967763,  0.2816673,  0.4569024, -0.7120445, -2.3294834, -0.4739112,  0.7573715, -0.9611363,  0.5458198)    0    0  13.49130422  5 2.520   9.02762265
(-33.7254797, -15.8182823, -5.2173898, -0.2702804, -0.9524901,  0.1348324,  0.0391333, -0.0244759,  0.6109886, -0.2365727, -0.3979300,  0.8438853, -0.6339107, -0.1565043, -0.5380138, -0.8697166, -0.1796730,  0.5223586, -0.0115594,  0.0828963,  0.4439372, -0.2707156,  0.0678767, -0.0061044,  0.6289504,  0.2703806,  0.0416240)    0    0  23.60054584  5 1.280  15.81560416
(-41.0656549, -4.8295081, -1.9325982,  0.8279180, -0.5124763,  0.1344065, -0.1839966,  0.8809242, -1.2706736,  0.5323045, -0.8972058,  3.3860477,  0.1548532, -0.7719988, -0.9589615,  0.8386710, -0.1449103, -0.5003513,  0.5446853,  0.6674524, -0.1469465,  0.7631341,  0.7348188,  1.5148651,  0.5922696,  0.4738225,  0.1697785)    0    0  31.24561779 12 0.000  20.72108358
(-39.4210471, -15.5050798, -8.4530858,  0.1900574, -0.6140915, -0.5654412, -0.5167650, -0.3527933, -1.2043535,  0.0374551,  1.1307441, -0.4051620,  0.0068279, -0.1299652,  0.7483600,  0.3734867,  0.4839324, -0.5700428, -0.8630249,  0.9809189, -0.3120310, -0.2650270, -1.5840168,  0.1735841, -0.9136946, -0.6726407,  0.9619129)    0    0  16.47705220  0 5.000  10.98470147
(-32.2533080, -15.8207666, -12.2744102, -0.5591475, -0.6662819, -0.1929613, -0.4540797,  0.3728774, -0.4384208, -0.6358824, -0.2046629,  0.6005428, -0.2092663,  0.5771933, -0.4568022, -0.2710581, -0.2935554, -0.3497739, -0.5269937,  0.1551959, -0.2910825,  0.0000528, -0.8688868, -0.0080296, -0.4829889, -0.6904800,  0.2970056)    0    0  26.76854480  0 0.400  17.96110484
(-38.6949497, -6.5292158, -8.5434541,  0.1865394, -0.0274751,  0.3257726, -0.9264558, -0.7970483, -1.0987385, -1.4438445,  0.1958138,  1.2696790, -0.5689929, -0.6752283, -0.8331871, -0.3748885, -0.2386084,  0.4073175, -1.2600188,  1.3521283, -0.3637887, -0.1362233,  1.3151826, -0.8564455, -0.3171736,  0.3396037,  0.7650265)    0    0  29.73836262  5 4.440  20.08337466
(-41.4241684, -4.2565707, -2.1456649,  0.8279173, -0.5124794,  0.1343974, -0.1839978,  0.8588099, -1.1511760,  0.4700005, -0.9633745,  3.3651042,  0.3458802, -0.8573240, -1.0069425,  0.8531748, -0.1463191, -0.6614814,  0.7441626,  0.6792999, -0.2540290,  0.6589516,  0.5113968,  1.7479726,  0.5910692,  0.5989667,  0.1197447)    0    0  31.56130624  0 0.400  20.98794450
