#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(-33.3219321, -16.2552348, -11.3214219, -0.5591498, -0.6662629, -0.1929866, -0.4540941,  0.3871993, -0.3378130, -0.4483454, -0.1520395,  0.6083370, -0.1455750,  0.5256715, -0.3167873, -0.1470204, -0.2793489, -0.2496383, -0.3642817,  0.0046154, -0.2995036,  0.1612042, -0.7638814,  0.0699950, -0.4699227, -0.5860479,  0.1221372)    0    0  24.69708844 10 0.000  16.60380750
(-33.8082575, -16.1646295, -5.3569230, -0.2702804, -0.9524901,  0.1348324,  0.0391333,  0.1536364,  0.5569069, -0.0358041, -0.4112176,  0.8181748, -0.6597993, -0.0124484, -0.3907806, -0.8487487, -0.1235198,  0.6320634,  0.0882938, -0.2758341,  0.2374238, -0.3346859, -0.0617341, -0.0322259,  0.5534224, -0.0544665,  0.1031202)    0    0  23.86902427  0 5.000  15.91274508
(-31.1170129, -20.4203682, -4.6642008, -0.4217958,  0.1326487, -0.0919283,  0.8922117, -0.0769357, -0.5997673, -0.3210971, -0.8782484, -0.5240712,  0.2961299,  0.4936899, -0.5411322, -1.1580744,  1.3946372,  1.6650396,  1.6385349,  0.0600829,  0.8159769,  0.7622545,  1.1039128,  0.0731478,  0.7575333,  0.3056449,  0.6278548)    0    0  30.92386293  0 3.320  20.64130160
(-33.6686431, -16.4561500, -5.3624004, -0.2702804, -0.9524901,  0.1348324,  0.0391333,  0.1811089,  0.5489196, -0.0069548, -0.4140990,  0.8156903, -0.6620585,  0.0067889, -0.3702630, -0.8464337, -0.1155008,  0.6557705,  0.1052079, -0.3493214,  0.1926970, -0.3503313, -0.0755432, -0.0356108,  0.5448799, -0.1083318,  0.1096625)    0    0  23.65394401  2 1.560  15.98347236
(-41.1935868, -6.0336697, -1.0694394,  0.8279180, -0.5124763,  0.1344065, -0.1839966,  0.9225155, -1.3318683,  0.5179037, -1.0117578,  3.5922419,  0.2940448, -0.8956857, -0.9434737,  1.0002936, -0.1968964, -0.7990976,  1.4179709,  0.6005815, -0.5618951,  0.4703742,  0.4064918,  2.4895180,  0.7401984,  0.7542664,  0.0452252)    0    0  30.19083409  8 0.200  20.21844869
(-33.1964988, -16.2153754, -11.7637373, -0.5591474, -0.6662785, -0.1929660, -0.4540828,  0.4002980, -0.3161343, -0.4631023, -0.1368551,  0.6311480, -0.0845595,  0.5610616, -0.3652380, -0.1388533, -0.2938278, -0.0259852, -0.2653863, -0.0554703, -0.3441164,  0.1898490, -0.7194612,  0.0976126, -0.3969956, -0.6427037,  0.1017973)    0    0  24.42965338 22 0.000  16.50983922
(-33.9278136, -16.5705226, -5.3210633, -0.2702804, -0.9524901,  0.1348324,  0.0391333,  0.2272532,  0.5087147,  0.0536596, -0.4248648,  0.8223048, -0.6613626,  0.0699772, -0.2962986, -0.8414182, -0.0925324,  0.6653304,  0.1139426, -0.3492123,  0.1935304, -0.4153047,  0.0152013, -0.0366719,  0.6492092, -0.0374186,  0.0766264)    0    0  23.58241609  3 3.080  15.71937869
(-32.8274782, -16.2719215, -11.9282949, -0.5591446, -0.6662963, -0.1929428, -0.4540700,  0.2980567, -0.3475367, -0.4609938, -0.1925763,  0.6362868, -0.2110949,  0.4260417, -0.3556712, -0.1734271, -0.3170392, -0.0846111, -0.2926313, -0.0383765, -0.3337240,  0.1799959, -0.7310940,  0.0897226, -0.4156915, -0.6283113,  0.1078073)    0    0  25.14423881  8 2.680  16.91678433
(-30.5481905, -17.6081216, -9.6888127,  0.9455687,  0.1785819, -0.2650256,  0.0613982,  0.1684934, -0.0946333, -0.4166599, -0.2711033,  0.8077825, -1.0416596,  0.8500313,  0.1883348,  0.0173548,  1.4841396, -0.4500047, -0.3757180,  0.4327186,  1.1556600, -0.8978399, -0.8644640,  0.4617225, -0.2323910, -0.9416509,  0.6473227)    0    0  26.56445458  0 4.840  17.71378333
(-32.0456268, -14.3640723,  1.8214433, -0.2307815,  0.6577642, -0.4539163,  0.5550191,  0.4906112,  1.4493878,  0.1848430,  1.1436578, -0.2723411, -0.9792450, -0.6513038, -0.1321761,  0.1152446,  1.0312575,  0.0014639, -1.2539506,  0.4295826,  0.7026235, -0.6330332, -1.6833390,  0.6446130,  0.0843510, -1.0047805,  0.2182992)    0    0  12.27886952  8 0.280   8.17842200
